"zcta5","county","cousubfp","cbsa","metdiv","cntyname","cousubnm","cbsaname","mdivname","zipname","pop10","afact"
"ZIP Census Tabulation Area","county","cousubfp","cbsa","metdiv","cntyname","County Subdivision Name","CBSA Name","Metro Div Name","zipname","Total Pop, 2010 census","zcta5 to metdiv alloc factor"
"65464","29215","57476"," "," ","Texas MO","Pierce township"," "," ","Elk Creek, MO",1,0.002 
"65466","29203","19000"," "," ","Shannon MO","Delaware township"," "," ","Eminence, MO",15,0.009 
"65466","29203","22294"," "," ","Shannon MO","Eminence township"," "," ","Eminence, MO",1612,0.987 
"65466","29203","52274"," "," ","Shannon MO","Newton township"," "," ","Eminence, MO",7,0.004 
"65468","29215","55820"," "," ","Texas MO","Ozark township"," "," ","Eunice, MO",102,1 
"65470","29105","25660","30060"," ","Laclede MO","Franklin township","Lebanon, MO"," ","Falcon, MO",265,0.287 
"65470","29105","26596","30060"," ","Laclede MO","Gasconade township","Lebanon, MO"," ","Falcon, MO",430,0.466 
"65470","29105","55154","30060"," ","Laclede MO","Osage township","Lebanon, MO"," ","Falcon, MO",138,0.15 
"65470","29229","21628"," "," ","Wright MO","Elk Creek township"," "," ","Falcon, MO",88,0.095 
"65470","29229","49556"," "," ","Wright MO","Montgomery township"," "," ","Falcon, MO",2,0.002 
"65473","29169","17740","22780"," ","Pulaski MO","Cullen township","Fort Leonard Wood, MO"," ","Fort Leonard Wood, MO",15059,1 
"65479","29203","52274"," "," ","Shannon MO","Newton township"," "," ","Hartshorn, MO",4,0.009 
"65479","29203","70144"," "," ","Shannon MO","Spring Valley township"," "," ","Hartshorn, MO",214,0.485 
"65479","29215","17848"," "," ","Texas MO","Current township"," "," ","Hartshorn, MO",207,0.469 
"65479","29215","36170"," "," ","Texas MO","Jackson township"," "," ","Hartshorn, MO",16,0.036 
"65483","29215","11854"," "," ","Texas MO","Cass township"," "," ","Houston, MO",279,0.059 
"65483","29215","36170"," "," ","Texas MO","Jackson township"," "," ","Houston, MO",42,0.009 
"65483","29215","44660"," "," ","Texas MO","Lynch township"," "," ","Houston, MO",161,0.034 
"65483","29215","55820"," "," ","Texas MO","Ozark township"," "," ","Houston, MO",18,0.004 
"65483","29215","57890"," "," ","Texas MO","Piney township"," "," ","Houston, MO",4237,0.894 
"65484","29215","50042"," "," ","Texas MO","Morris township"," "," ","Huggins, MO",79,0.425 
"65484","29215","75292"," "," ","Texas MO","Upton township"," "," ","Huggins, MO",107,0.575 
"65486","29131","27244"," "," ","Miller MO","Glaze township"," "," ","Iberia, MO",219,0.064 
"65486","29131","55172"," "," ","Miller MO","Osage township"," "," ","Iberia, MO",287,0.084 
"65486","29131","61778"," "," ","Miller MO","Richwoods township"," "," ","Iberia, MO",2917,0.852 
"65501","29065","17830"," "," ","Dent MO","Current township"," "," ","Jadwin, MO",22,0.135 
"65501","29065","27172"," "," ","Dent MO","Gladden township"," "," ","Jadwin, MO",141,0.865 
"65529","29161","01918","40620"," ","Phelps MO","Arlington township","Rolla, MO"," ","Jerome, MO",232,1 
"65534","29105","26596","30060"," ","Laclede MO","Gasconade township","Lebanon, MO"," ","Laquey, MO",47,0.046 
"65534","29169","17740","22780"," ","Pulaski MO","Cullen township","Fort Leonard Wood, MO"," ","Laquey, MO",453,0.44 
"65534","29169","42266","22780"," ","Pulaski MO","Liberty township","Fort Leonard Wood, MO"," ","Laquey, MO",321,0.312 
"65534","29169","63254","22780"," ","Pulaski MO","Roubidoux township","Fort Leonard Wood, MO"," ","Laquey, MO",208,0.202 
"65535","29055","04618"," "," ","Crawford MO","Benton township"," "," ","Leasburg, MO",855,0.511 
"65535","29055","42086"," "," ","Crawford MO","Liberty township"," "," ","Leasburg, MO",794,0.475 
"65535","29055","53696"," "," ","Crawford MO","Oak Hill township"," "," ","Leasburg, MO",24,0.014 
"65536","29029","77038"," "," ","Camden MO","Warren township"," "," ","Lebanon, MO",47,0.002 
"65536","29059","36494","44180"," ","Dallas MO","Jasper township","Springfield, MO"," ","Lebanon, MO",174,0.006 
"65536","29059","48188","44180"," ","Dallas MO","Miller township","Springfield, MO"," ","Lebanon, MO",41,0.001 
"65536","29105","02494","30060"," ","Laclede MO","Auglaize township","Lebanon, MO"," ","Lebanon, MO",2171,0.075 
"65536","29105","21556","30060"," ","Laclede MO","Eldridge township","Lebanon, MO"," ","Lebanon, MO",157,0.005 
"65536","29105","25660","30060"," ","Laclede MO","Franklin township","Lebanon, MO"," ","Lebanon, MO",427,0.015 
"65536","29105","41186","30060"," ","Laclede MO","Lebanon township","Lebanon, MO"," ","Lebanon, MO",18580,0.643 
"65536","29105","46937","30060"," ","Laclede MO","May/Smith township","Lebanon, MO"," ","Lebanon, MO",322,0.011 
"65536","29105","55154","30060"," ","Laclede MO","Osage township","Lebanon, MO"," ","Lebanon, MO",1535,0.053 
"65536","29105","57386","30060"," ","Laclede MO","Phillipsburg township","Lebanon, MO"," ","Lebanon, MO",324,0.011 
"65536","29105","70072","30060"," ","Laclede MO","Spring Hollow township","Lebanon, MO"," ","Lebanon, MO",3964,0.137 
"65536","29105","77542","30060"," ","Laclede MO","Washington township","Lebanon, MO"," ","Lebanon, MO",1132,0.039 
"65541","29065","77830"," "," ","Dent MO","Watkins township"," "," ","Lenox, MO",236,1 
"65542","29065","17830"," "," ","Dent MO","Current township"," "," ","Licking, MO",109,0.016 
"65542","29065","72808"," "," ","Dent MO","Texas township"," "," ","Licking, MO",35,0.005 
"65542","29215","07246"," "," ","Texas MO","Boone township"," "," ","Licking, MO",276,0.041 
"65542","29215","36170"," "," ","Texas MO","Jackson township"," "," ","Licking, MO",88,0.013 
"65542","29215","44660"," "," ","Texas MO","Lynch township"," "," ","Licking, MO",660,0.097 
"65542","29215","67520"," "," ","Texas MO","Sherrill township"," "," ","Licking, MO",5608,0.828 
"65543","29105","26596","30060"," ","Laclede MO","Gasconade township","Lebanon, MO"," ","Lynchburg, MO",262,0.608 
"65543","29229","49556"," "," ","Wright MO","Montgomery township"," "," ","Lynchburg, MO",169,0.392 
"65548","29091","13168","48460"," ","Howell MO","Chapel township","West Plains, MO"," ","Mountain View, MO",469,0.079 
"65548","29091","27748","48460"," ","Howell MO","Goldsberry township","West Plains, MO"," ","Mountain View, MO",4126,0.698 
"65548","29091","34120","48460"," ","Howell MO","Hutton Valley township","West Plains, MO"," ","Mountain View, MO",619,0.105 
"65548","29091","80116","48460"," ","Howell MO","Willow Springs township","West Plains, MO"," ","Mountain View, MO",168,0.028 
"65548","29203","49628"," "," ","Shannon MO","Montier township"," "," ","Mountain View, MO",141,0.024 
"65548","29203","69734"," "," ","Shannon MO","Spring Creek township"," "," ","Mountain View, MO",59,0.01 
"65548","29203","70144"," "," ","Shannon MO","Spring Valley township"," "," ","Mountain View, MO",207,0.035 
"65548","29215","18334"," "," ","Texas MO","Date township"," "," ","Mountain View, MO",98,0.017 
"65548","29215","57476"," "," ","Texas MO","Pierce township"," "," ","Mountain View, MO",21,0.004 
"65550","29161","01918","40620"," ","Phelps MO","Arlington township","Rolla, MO"," ","Newburg, MO",1585,0.507 
"65550","29161","15346","40620"," ","Phelps MO","Cold Spring township","Rolla, MO"," ","Newburg, MO",289,0.092 
"65550","29161","42248","40620"," ","Phelps MO","Liberty township","Rolla, MO"," ","Newburg, MO",355,0.114 
"65550","29161","48296","40620"," ","Phelps MO","Miller township","Rolla, MO"," ","Newburg, MO",109,0.035 
"65550","29161","62930","40620"," ","Phelps MO","Rolla township","Rolla, MO"," ","Newburg, MO",17,0.005 
"65550","29161","69716","40620"," ","Phelps MO","Spring Creek township","Rolla, MO"," ","Newburg, MO",467,0.149 
"65550","29169","17740","22780"," ","Pulaski MO","Cullen township","Fort Leonard Wood, MO"," ","Newburg, MO",123,0.039 
"65550","29169","57872","22780"," ","Pulaski MO","Piney township","Fort Leonard Wood, MO"," ","Newburg, MO",158,0.051 
"65550","29169","74878","22780"," ","Pulaski MO","Union township","Fort Leonard Wood, MO"," ","Newburg, MO",24,0.008 
"65552","29105","26596","30060"," ","Laclede MO","Gasconade township","Lebanon, MO"," ","Plato, MO",52,0.026 
"65552","29169","57872","22780"," ","Pulaski MO","Piney township","Fort Leonard Wood, MO"," ","Plato, MO",159,0.079 
"65552","29169","63254","22780"," ","Pulaski MO","Roubidoux township","Fort Leonard Wood, MO"," ","Plato, MO",34,0.017 
"65552","29215","07246"," "," ","Texas MO","Boone township"," "," ","Plato, MO",47,0.023 
"65552","29215","63290"," "," ","Texas MO","Roubidoux township"," "," ","Plato, MO",1547,0.769 
"65552","29215","75292"," "," ","Texas MO","Upton township"," "," ","Plato, MO",174,0.086 
"65555","29215","36170"," "," ","Texas MO","Jackson township"," "," ","Raymondville, MO",1087,1 
"65556","29029","02476"," "," ","Camden MO","Auglaize township"," "," ","Richland, MO",911,0.155 
"65556","29029","35630"," "," ","Camden MO","Jackson township"," "," ","Richland, MO",138,0.024 
"65556","29105","26596","30060"," ","Laclede MO","Gasconade township","Lebanon, MO"," ","Richland, MO",114,0.019 
"65556","29105","46937","30060"," ","Laclede MO","May/Smith township","Lebanon, MO"," ","Richland, MO",729,0.124 
"65556","29105","55154","30060"," ","Laclede MO","Osage township","Lebanon, MO"," ","Richland, MO",60,0.01 
"65556","29169","42266","22780"," ","Pulaski MO","Liberty township","Fort Leonard Wood, MO"," ","Richland, MO",3775,0.643 
"65556","29169","63254","22780"," ","Pulaski MO","Roubidoux township","Fort Leonard Wood, MO"," ","Richland, MO",55,0.009 
"65556","29169","72448","22780"," ","Pulaski MO","Tavern township","Fort Leonard Wood, MO"," ","Richland, MO",87,0.015 
"65557","29215","44660"," "," ","Texas MO","Lynch township"," "," ","Roby, MO",7,0.042 
"65557","29215","63290"," "," ","Texas MO","Roubidoux township"," "," ","Roby, MO",159,0.958 
"65559","29055","39242"," "," ","Crawford MO","Knobview township"," "," ","Saint James, MO",29,0.003 
"65559","29073","07480"," "," ","Gasconade MO","Bourbois township"," "," ","Saint James, MO",44,0.005 
"65559","29125","36872"," "," ","Maries MO","Jefferson township"," "," ","Saint James, MO",76,0.008 
"65559","29125","37394"," "," ","Maries MO","Johnson township"," "," ","Saint James, MO",658,0.07 
"65559","29161","18514","40620"," ","Phelps MO","Dawson township","Rolla, MO"," ","Saint James, MO",937,0.1 
"65559","29161","19558","40620"," ","Phelps MO","Dillon township","Rolla, MO"," ","Saint James, MO",1524,0.162 
"65559","29161","47432","40620"," ","Phelps MO","Meramec township","Rolla, MO"," ","Saint James, MO",634,0.068 
"65559","29161","64442","40620"," ","Phelps MO","St. James township","Rolla, MO"," ","Saint James, MO",5483,0.584 
"65560","29055","55100"," "," ","Crawford MO","Osage township"," "," ","Salem, MO",60,0.004 
"65560","29055","74572"," "," ","Crawford MO","Union township"," "," ","Salem, MO",224,0.016 
"65560","29065","17830"," "," ","Dent MO","Current township"," "," ","Salem, MO",316,0.022 
"65560","29065","25570"," "," ","Dent MO","Franklin township"," "," ","Salem, MO",1028,0.071 
"65560","29065","27172"," "," ","Dent MO","Gladden township"," "," ","Salem, MO",318,0.022 
"65560","29065","43202"," "," ","Dent MO","Linn township"," "," ","Salem, MO",151,0.01 
"65560","29065","47378"," "," ","Dent MO","Meramec township"," "," ","Salem, MO",313,0.022 
"65560","29065","52778"," "," ","Dent MO","Norman township"," "," ","Salem, MO",769,0.053 
"65560","29065","55118"," "," ","Dent MO","Osage township"," "," ","Salem, MO",60,0.004 
"65560","29065","67664"," "," ","Dent MO","Short Bend township"," "," ","Salem, MO",466,0.032 
"65560","29065","68050"," "," ","Dent MO","Sinkin township"," "," ","Salem, MO",24,0.002 
"65560","29065","69775"," "," ","Dent MO","Spring Creek East township"," "," ","Salem, MO",4675,0.325 
"65560","29065","69825"," "," ","Dent MO","Spring Creek West township"," "," ","Salem, MO",4157,0.289 
"65560","29065","72808"," "," ","Dent MO","Texas township"," "," ","Salem, MO",859,0.06 
"65560","29065","77830"," "," ","Dent MO","Watkins township"," "," ","Salem, MO",696,0.048 
"65560","29161","47432","40620"," ","Phelps MO","Meramec township","Rolla, MO"," ","Salem, MO",69,0.005 
"65560","29203","52274"," "," ","Shannon MO","Newton township"," "," ","Salem, MO",207,0.014 
"65564","29215","11854"," "," ","Texas MO","Cass township"," "," ","Solo, MO",208,0.945 
"65564","29215","57890"," "," ","Texas MO","Piney township"," "," ","Solo, MO",12,0.055 
"65565","29055","16930"," "," ","Crawford MO","Courtois township"," "," ","Steelville, MO",1295,0.221 
"65565","29055","42086"," "," ","Crawford MO","Liberty township"," "," ","Steelville, MO",155,0.026 
"65565","29055","47360"," "," ","Crawford MO","Meramec township"," "," ","Steelville, MO",3507,0.599 
"65565","29055","55100"," "," ","Crawford MO","Osage township"," "," ","Steelville, MO",262,0.045 
"65565","29055","74572"," "," ","Crawford MO","Union township"," "," ","Steelville, MO",504,0.086 
"65565","29093","19108"," "," ","Iron MO","Dent township"," "," ","Steelville, MO",70,0.012 
"65565","29221","30394"," "," ","Washington MO","Harmony township"," "," ","Steelville, MO",28,0.005 
"65565","29221","76894"," "," ","Washington MO","Walton township"," "," ","Steelville, MO",33,0.006 
"65566","29093","19108"," "," ","Iron MO","Dent township"," "," ","Viburnum, MO",772,1 
"65567","29029","02476"," "," ","Camden MO","Auglaize township"," "," ","Stoutland, MO",1098,0.876 
"65567","29029","77038"," "," ","Camden MO","Warren township"," "," ","Stoutland, MO",2,0.002 
"65567","29105","46937","30060"," ","Laclede MO","May/Smith township","Lebanon, MO"," ","Stoutland, MO",153,0.122 
"65570","29215","44660"," "," ","Texas MO","Lynch township"," "," ","Success, MO",247,0.468 
"65570","29215","63290"," "," ","Texas MO","Roubidoux township"," "," ","Success, MO",113,0.214 
"65570","29215","75292"," "," ","Texas MO","Upton township"," "," ","Success, MO",168,0.318 
"65571","29203","22294"," "," ","Shannon MO","Eminence township"," "," ","Summersville, MO",30,0.014 
"65571","29203","70144"," "," ","Shannon MO","Spring Valley township"," "," ","Summersville, MO",544,0.255 
"65571","29215","11548"," "," ","Texas MO","Carroll township"," "," ","Summersville, MO",1056,0.495 
"65571","29215","17848"," "," ","Texas MO","Current township"," "," ","Summersville, MO",87,0.041 
"65571","29215","18334"," "," ","Texas MO","Date township"," "," ","Summersville, MO",373,0.175 
"65571","29215","55820"," "," ","Texas MO","Ozark township"," "," ","Summersville, MO",44,0.021 
"65580","29125","36872"," "," ","Maries MO","Jefferson township"," "," ","Vichy, MO",59,0.071 
"65580","29125","37394"," "," ","Maries MO","Johnson township"," "," ","Vichy, MO",590,0.712 
"65580","29125","69662"," "," ","Maries MO","Spring Creek township"," "," ","Vichy, MO",180,0.217 
"65582","29125","07228"," "," ","Maries MO","Boone township"," "," ","Vienna, MO",30,0.014 
"65582","29125","20206"," "," ","Maries MO","Dry Creek township"," "," ","Vienna, MO",29,0.013 
"65582","29125","35918"," "," ","Maries MO","Jackson township"," "," ","Vienna, MO",2049,0.939 
"65582","29125","36872"," "," ","Maries MO","Jefferson township"," "," ","Vienna, MO",11,0.005 
"65582","29125","48260"," "," ","Maries MO","Miller township"," "," ","Vienna, MO",5,0.002 
"65582","29125","69662"," "," ","Maries MO","Spring Creek township"," "," ","Vienna, MO",57,0.026 
"65583","29169","17740","22780"," ","Pulaski MO","Cullen township","Fort Leonard Wood, MO"," ","Waynesville, MO",11186,0.909 
"65583","29169","42266","22780"," ","Pulaski MO","Liberty township","Fort Leonard Wood, MO"," ","Waynesville, MO",966,0.078 
"65583","29169","63254","22780"," ","Pulaski MO","Roubidoux township","Fort Leonard Wood, MO"," ","Waynesville, MO",5,0 
"65583","29169","72448","22780"," ","Pulaski MO","Tavern township","Fort Leonard Wood, MO"," ","Waynesville, MO",150,0.012 
"65584","29169","17740","22780"," ","Pulaski MO","Cullen township","Fort Leonard Wood, MO"," ","Saint Robert, MO",9855,1 
"65586","29055","74572"," "," ","Crawford MO","Union township"," "," ","Wesco, MO (PO Boxes)",33,1 
"65588","29149","23608"," "," ","Oregon MO","Falling Spring township"," "," ","Winona, MO",31,0.012 
"65588","29203","03484"," "," ","Shannon MO","Bartlett township"," "," ","Winona, MO",128,0.048 
"65588","29203","22294"," "," ","Shannon MO","Eminence township"," "," ","Winona, MO",97,0.036 
"65588","29203","80530"," "," ","Shannon MO","Winona township"," "," ","Winona, MO",2424,0.904 
"65589","29215","55820"," "," ","Texas MO","Ozark township"," "," ","Yukon, MO",188,1 
"65590","29059","36494","44180"," ","Dallas MO","Jasper township","Springfield, MO"," ","Long Lane, MO",251,0.204 
"65590","29059","52886","44180"," ","Dallas MO","North Benton township","Springfield, MO"," ","Long Lane, MO",79,0.064 
"65590","29059","77344","44180"," ","Dallas MO","Washington township","Springfield, MO"," ","Long Lane, MO",200,0.162 
"65590","29059","80170","44180"," ","Dallas MO","Wilson township","Springfield, MO"," ","Long Lane, MO",701,0.569 
"65591","29029","02476"," "," ","Camden MO","Auglaize township"," "," ","Montreal, MO",435,0.288 
"65591","29029","35630"," "," ","Camden MO","Jackson township"," "," ","Montreal, MO",391,0.259 
"65591","29029","38585"," "," ","Camden MO","Kiheka township"," "," ","Montreal, MO",484,0.32 
"65591","29029","77038"," "," ","Camden MO","Warren township"," "," ","Montreal, MO",202,0.134 
"65601","29039","45344"," "," ","Cedar MO","Madison township"," "," ","Aldrich, MO",17,0.021 
"65601","29057","53192"," "," ","Dade MO","North Morgan township"," "," ","Aldrich, MO",185,0.228 
"65601","29057","68996"," "," ","Dade MO","South Morgan township"," "," ","Aldrich, MO",9,0.011 
"65601","29167","36008","44180"," ","Polk MO","Jackson township","Springfield, MO"," ","Aldrich, MO",120,0.148 
