psraid,sample,lang,fips,state,cregion,usr,pial1a,pial1b,pial1c,pial1d,smart1,pial2,pial3a,pial3b,pial3c,pial4a,pial4b,pial4c,pial4d,pial5,pial6m1,pial6m2,pial6m3,pial6m4,SmartPhone,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,income,reg,party,partyln,raceos,weight,standwt
100007,1,1,18137,18,2,R,1,1,2,2,1,6,1,2,2, , , , ,1,1, , , ,1,1, , ,1,2,1,2,49,3,2,1,1,1,1,2, , ,2.10714285714286,.603960440412903
100021,1,1,13117,13,3,S,1,1,1,1,1,6,1,2,2, , , , ,1,1, , , ,1,1, , ,3,3,2,2,73,3,2,1,6,3,1,3,9, ,3.82142857142857,1.09531808685052
100028,1,1,42067,42,1,R,1,1,2,2,2,48,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,1,66,6,2,1,6,3,1,2, , ,1,.286625293755276
100030,1,1,39095,39,2,S,1,1,1,1,2,8,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,1,85,4,2,1,3,1,1,1, , ,2.42857142857143,.696089999119956
100050,1,1,37081,37,3,U,1,1,1,1,2,80,1,2,1,1,5,3,5,2, , , , ,2,1, , ,3,1,1,1,55,3,2,2,6,3,1,3,2, ,3.60714285714286,1.03389838104582
100059,1,1,42063,42,1,R,1,1,2,2,2,20,1,2,2, , , , ,1,1, , , ,2,1, , ,1,2,2,1,57,6,2,1,1,1,1,4,2, ,1.17857142857143,.337808381925861
100060,1,1,36061,36,1,U,1,1,2,2,2,2,1,2,1, , ,5,5,2, , , , ,2,1, , ,1,2,2,2,47,4,2,2,2,1,2,3,9, ,3.07142857142857,.880349116534063
100070,1,1,24510,24,3,S,1,1,2,2,2,8,1,2,2, , , , ,1,1, , , ,2,1, , ,2,2,2,1,70,6,2,1,99,9,1,4,1, ,1.71428571428571,.491357646437616
100078,1,1,13067,13,3,S,1,1,2,2,2,4,1,2,2, , , , ,2, , , , ,2,1, , ,3,3,1,2,50,6,2,1,99,9,1,1, , ,3.75,1.07484485158229
100083,1,1,36047,36,1,U,1,1,1,1,1,98, , , , , , , , , , , , ,1,1, , ,2,1,1,2,44,6,2,1,9,4,1,2, , ,4.75,1.36147014533756
100086,1,1,42029,42,1,S,1,2,2,2,8,6,2,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,49,2,1,1,1,1,3,2, , ,2.60714285714286,.747273087290541
100092,1,1,36059,36,1,S,1,1,1,1,1,30,1,1,1,2,3,5,5,1,2, , , ,1,1, , ,1,3,2,2,67,8,2,1,5,2,1,3,1, ,1.03571428571429,.296861911389393
100097,1,1,24003,24,3,S,1,1,1,1,2,8,1,1,2, , , , ,2, , , , ,2,1, , ,2,3,2,2,63,6,2,1,9,4,1,2, , ,1.78571428571429,.51183088170585
100099,1,1,24003,24,3,S,1,1,1,1,2,20,1,1,1,3,5,3,5,1,1,2, , ,2,1, , ,2,3,2,2,59,6,2,1,8,4,1,2, , ,1.78571428571429,.51183088170585
100112,1,1,25001,25,1,S,1,1,2,2,2,0, , , , , , , , , , , , ,2,1, , ,1,3,2,2,85,6,2,1,4,2,1,3,2, ,1,.286625293755276
100120,1,1,42133,42,1,S,1,1,1,2,2,80,1,2,1, ,4,5,5,1,1, , , ,2,1, , ,2,3,2,2,59,3,2,1,7,4,1,2, , ,4.60714285714286,1.32052367480109
100129,1,1,13067,13,3,S,1,1,2,1,1,5,1,2,2, , , , ,1,1, , , ,1,1, , ,1,1,2,1,67,8,2,1,99,4,1,2, , ,1,.286625293755276
100136,1,1,22103,22,3,S,1,1,1,2,1,6,1,2,1, ,4,5,5,1,1, , , ,1,1, , ,1,3,2,1,81,8,2,1,7,4,1,1, , ,1,.286625293755276
100148,1,1,55025,55,2,S,1,1,2,2,2,3,1,2,2, , , , ,2, , , , ,2,1, , ,2,1,2,2,59,3,2,1,4,2,1,1, , ,3.67857142857143,1.05437161631405
100155,1,1,55087,55,2,U,1,1,2,1,2,10,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,2,63,5,2,1,3,1,1,3,2, ,2.28571428571429,.655143528583488
100160,1,1,55097,55,2,R,1,2,2,2,2,0, , , , , , , , , , , , ,2,1, , ,2,1,2,1,57,3,2,1,99,2,1,3,9, ,1.92857142857143,.552777352242318
100162,1,1,21103,21,3,S,1,1,2,2,8,0, , , , , , , , , , , , ,2,1, , ,1,1,2,1,64,3,2,1,3,1,3,1, , ,1.39285714285714,.399228087730563
100169,1,1,17099,17,2,R,1,1,2,2,2,8,1,2,2, , , , ,1,1, , , ,2,1, , ,2,3,2,2,77,3,2,1,4,2,1,2, , ,2.03571428571429,.583487205144669
100178,1,1,13139,13,3,U,1,1,2,1,1,20,1,2,2, , , , ,1,1, , , ,1,1, , ,3,3,2,2,65,8,2,1,8,4,1,3,2, ,1.60714285714286,.460647793535265
100179,1,1,1101,1,3,U,1,1,2,2,1,12,1,1,1, , ,3,5,2, , , , ,1,1, , ,3,1,2,1,35,8,2,2,8,4,1,9,9, ,5.03571428571429,1.4433630864105
100187,1,1,37077,37,3,R,1,1,2,1,2,3,1,2,2, , , , ,2, , , , ,2,1, , ,2,1,2,1,52,5,2,1,99,9,1,4,1, ,4.85714285714286,1.39217999823991
100190,1,1,36029,36,1,S,2,2,1,2, ,12,1,2,2, , , , ,2, , , , ,3,2,2, ,1,3,2,2,80,4,2,1,6,3,1,2, , ,2.67857142857143,.767746322558775
100191,1,1,55139,55,2,U,1,1,2,2,2,50,1,2,2, , , , ,1,1, , , ,2,1, , ,2,3,2,2,63,4,2,1,7,4,1,2, , ,2.25,.644906910949371
100193,1,1,9007,9,1,U,1,1,2,2,2,3,1,2,2, , , , ,1,1, , , ,2,1, , ,3,1,2,2,23,3,2,1,3,1,3,3,1, ,5.03571428571429,1.4433630864105
100195,1,1,27021,27,2,R,1,1,2,2,2,5,1,2,2, , , , ,2, , , , ,2,1, , ,1,2,2,1,62,8,2,1,99,9,3,1, , ,1,.286625293755276
100196,1,1,12057,12,3,S,2,2,2,2, ,5,1,2,2, , , , ,1,1, , , ,3,2,2, ,1,3,2,2,59,2,2,2,1,1,1,1, , ,5.46428571428571,1.5662024980199
100200,1,1,34031,34,1,S,1,1,1,1,1,10,1,2,2, , , , ,1,1, , , ,1,1, , ,4,3,2,1,62,4,1,1,5,2,1,3,1, ,3.67857142857143,1.05437161631405
100202,1,1,36119,36,1,S,1,1,1,1,1,10,1,2,1,5,2,5,4,1,1, , , ,1,1, , ,4,1,1,2,48,3,2,1,9,4,1,1, , ,7.96428571428571,2.28276573240809
100205,1,1,26077,26,2,U,1,1,2,2,1,2,1,2,2, , , , ,2, , , , ,1,1, , ,1,1,2,1,39,7,2,1,2,1,1,4,1, ,2.25,.644906910949371
100207,1,1,48233,48,3,R,1,1,2,2,2,12,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,1,53,5,2,1,8,4,1,1, , ,2.28571428571429,.655143528583488
100213,1,1,13121,13,3,S,2,1,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,2,3,2,2,70,5,2,1,7,4,1,2, , ,4.92857142857143,1.41265323350815
100218,1,1,40109,40,3,U,1,1,1,1,1,30,1,2,1,1,1,5,5,1,1, , , ,1,1, , ,2,1,2,2,64,6,2,1,5,2,1,2, , ,1.78571428571429,.51183088170585
100220,1,1,17031,17,2,S,1,1,2,2,1,0, , , , , , , , , , , , ,1,1, , ,1,3,2,1,71,3,2,1,9,4,1,1, , ,1.67857142857143,.481121028803499
100226,1,1,17031,17,2,S,1,1,1,1,1,17,1,1,1,4,5,4,5,2, , , , ,1,1, , ,2,3,2,1,53,4,2,1,6,3,1,2, , ,4.92857142857143,1.41265323350815
100234,1,1,48041,48,3,U,1,1,2,2,1,50,1,2,2, , , , ,1,1, , , ,1,1, , ,2,3,2,2,66,8,2,1,99,9,1,3,1, ,1.28571428571429,.368518234828212
100235,1,1,22073,22,3,S,1,2,2,2,1,1,1,2,1, , , ,1,1,1,3, , ,1,1, , ,2,1,2,1,47,8,2,1,99,4,1,9,9, ,2.96428571428571,.849639263631712
100240,1,1,1021,1,3,S,1,1,1,1,1,6,1,1,1,2,4,5,5,1,1,2, , ,1,1, , ,2,3,1,2,24,6,2,1,8,4,1,1, , ,1.82142857142857,.522067499339967
100242,1,1,39157,39,2,R,1,1,1,2,1,30,1,2,1, ,3,5,5,1,5, , , ,1,1, , ,2,1,2,2,22,6,2,1,99,4,1,3,9, ,2.14285714285714,.61419705804702
100250,1,1,19153,19,2,U,1,1,1,1,2,85,1,2,1,5,5,5,5,1,1, , , ,2,1, , ,3,3,2,2,64,6,2,1,7,4,1,1, , ,1.92857142857143,.552777352242318
100263,1,1,51195,51,3,R,1,1,1,1,2,97,1,1,1,1,1,3,5,1,1,2, , ,2,1, , ,2,1,1,1,30,3,2,1,5,2,1,2, , ,3.28571428571429,.941768822338765
100265,1,1,17097,17,2,S,1,1,2,2,1,30,1,2,2, , , , ,1,1, , , ,1,1, , ,3,1,1,1,25,6,2,1,99,9,1,1, , ,4.32142857142857,1.23863073372816
100270,1,1,17195,17,2,R,1,1,2,2,8,97,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,1,2,40,4,2,1,1,1,3,2, , ,2.03571428571429,.583487205144669
100274,1,1,36103,36,1,S,2,1,2,2, ,6,1,1,2, , , , ,1,1, , , ,3,2,1, ,2,3,2,1,77,8,2,1,7,4,1,2, , ,2.78571428571429,.798456175461127
100278,1,1,17183,17,2,S,1,1,2,2,2,30,1,2,2, , , , ,1,1, , , ,2,1, , ,2,3,1,2,35,5,2,1,4,2,3,2, , ,3.25,.931532204704648
100280,1,1,42073,42,1,S,1,1,1,1,1,12,1,2,1,1,2,2,2,2, , , , ,1,1, , ,2,3,2,1,64,8,2,1,9,4,1,2, , ,1.85714285714286,.532304116974084
100283,1,1,42095,42,1,S,1,1,2,2,2,0, , , , , , , , , , , , ,2,1, , ,9,1,2,1,66,3,2,5,99,9,3,1, , ,3.07142857142857,.880349116534063
100294,1,1,27017,27,2,S,1,1,2,2,1,1,1,2,2, , , , ,1,1, , , ,1,1, , ,1,1,2,1,36,6,2,1,8,4,1,2, , ,1.71428571428571,.491357646437616
100296,1,1,37067,37,3,U,1,1,1,1,1,20,1,2,2, , , , ,1,1, , , ,1,1, , ,2,3,2,1,62,8,2,1,8,4,1,2, , ,1.67857142857143,.481121028803499
100299,1,1,36081,36,1,U,1,1,2,2,1,20,1,2,1, , ,2,2,2, , , , ,1,1, , ,4,1,2,2,21,4,1,4,2,1,1,3,2, ,4.35714285714286,1.24886735136227
100304,1,1,37065,37,3,U,1,1,1,2,2,4,2,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,76,3,2,1,1,1,3,3,1, ,1.96428571428571,.563013969876435
100309,1,1,51177,51,3,S,1,1,1,1,2,25,1,2,1,4,5,4,5,1,5, , , ,2,1, , ,2,3,2,2,60,8,2,1,9,4,1,1, , ,1.78571428571429,.51183088170585
100315,1,1,17009,17,2,R,2,2,2,2, ,97,1,2,2, , , , ,1,1, , , ,3,2,2, ,1,3,2,1,54,4,2,1,1,1,1,3,1, ,4.14285714285714,1.18744764555757
100317,1,1,51059,51,3,S,1,1,1,2,1,4,1,2,1, ,1,5,5,1,5, , , ,1,1, , ,1,3,2,2,77,8,2,1,9,4,1,3,1, ,1,.286625293755276
100319,1,1,29203,29,2,R,2,1,2,2, ,8,1,2,2, , , , ,1,1, , , ,3,2,1, ,2,1,2,1,56,6,2,1,4,2,1,3,1, ,1.89285714285714,.542540734608201
100329,1,1,25027,25,1,S,1,1,2,1,2,30,1,2,2, , , , ,1,1, , , ,2,1, , ,2,3,2,2,70,5,2,1,99,9,1,3,1, ,2.03571428571429,.583487205144669
100337,1,1,42129,42,1,S,1,2,2,2,2,1,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,2,72,3,2,1,2,1,1,2, , ,3.35714285714286,.962242057606998
100338,1,1,25027,25,1,U,1,1,2,2,8,3,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,2,87,8,2,1,1,1,1,2, , ,1.39285714285714,.399228087730563
100340,1,1,48245,48,3,S,1,2,2,2,2,60,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,63,4,2,1,2,1,1,3,2, ,1.64285714285714,.470884411169382
100343,1,1,19153,19,2,U,1,1,2,2,1,97,1,2,2, , , , ,1,1, , , ,1,1, , ,1,3,2,1,76,4,2,1,3,1,1,2, , ,1.5,.429937940632914
100350,1,1,39035,39,2,U,1,2,2,2,2,4,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,2,2,58,3,1,1,1,1,1,2, , ,2.03571428571429,.583487205144669
100353,1,1,36007,36,1,S,1,2,1,2,2,15,1,2,1, ,3, ,5,2, , , , ,2,1, , ,2,3,2,2,66,4,1,1,5,2,1,2, , ,1.57142857142857,.450411175901148
100355,1,1,42027,42,1,S,2,1,2,2, ,25,1,2,2, , , , ,1,1, , , ,3,2,1, ,2,3,2,2,68,3,2,1,3,1,3,1, , ,5.78571428571429,1.65833205672695
100365,1,1,48423,48,3,S,1,1,1,1,2,15,1,2,1,5,1,5,5,1,1, , , ,2,1, , ,2,3,2,1,75,8,2,1,6,3,1,5,1, ,1.5,.429937940632914
100366,1,1,27019,27,2,S,1,1,1,1,2,99, , , , , , , , , , , , ,2,1, , ,1,3,2,2,72,8,2,1,8,4,1,3,2, ,1,.286625293755276
100368,1,1,22017,22,3,U,1,1,2,2,2,0, , , , , , , , , , , , ,2,1, , ,2,3,2,2,78,4,2,1,3,1,3,2, , ,1.89285714285714,.542540734608201
100369,1,1,22017,22,3,U,1,1,2,2,2,6,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,2,2,73,3,2,1,2,1,1,1, , ,1.96428571428571,.563013969876435
100370,1,1,37183,37,3,U,1,1,2,1,1,25,1,2,2, , , , ,1,1, , , ,1,1, , ,2,3,2,1,75,4,2,1,8,4,1,1, , ,2.75,.78821955782701
100383,1,1,1097,1,3,S,1,2,2,2,2,10,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,2,82,2,2,1,2,1,1,1, , ,3.10714285714286,.890585734168179
100389,1,1,40109,40,3,U,1,2,2,2,2,1,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,1,1,55,3,2,2,1,1,1,3,2, ,2.92857142857143,.839402645997594
100394,1,1,27123,27,2,S,1,1,1,1,1,25,1,2,2, , , , ,1,1, , , ,1,1, , ,2,1,2,1,63,5,2,1,7,4,1,2, , ,3.14285714285714,.900822351802297
100398,1,1,55013,55,2,R,1,1,2,1,2,6,1,2,2, , , , ,2, , , , ,2,1, , ,3,1,1,2,45,3,2,1,4,2,1,3,9, ,4.14285714285714,1.18744764555757
100399,1,1,39109,39,2,S,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,1,3,2,2,56,3,2,1,2,1,3,4,9, ,4.89285714285714,1.40241661587403
100402,1,1,42003,42,1,U,1,1,2,2,8,6,2,2,2, , , , ,1,1, , , ,2,1, , ,2,3,2,2,90,8,2,1,99,9,9,2, , ,1.42857142857143,.40946470536468
100409,1,1,12115,12,3,S,1,1,2,2,1,50,1,1,2, , , , ,2, , , , ,1,1, , ,2,1,2,1,20,4,2,1,5,2,1,1, , ,3.42857142857143,.982715292875232
100414,1,1,36059,36,1,S,1,1,2,2,1,24,1,2,2, , , , ,1,1, , , ,1,1, , ,1,1,2,2,62,8,2,1,8,4,1,1, , ,1.39285714285714,.399228087730563
100424,1,1,48201,48,3,U,1,1,1,1,1,10,1,2,1,2,3,5,1,1,1, , , ,1,1, , ,3,2,2,2,99,8,1,1,9,4,1,3,9, ,1.39285714285714,.399228087730563
100429,1,1,1097,1,3,U,1,2,2,2,2,10,1,2,2, , , , ,1,1, , , ,2,1, , ,2,3,1,2,35,2,2,2,99,9,3,1, , ,6.25,1.79140808597048
100432,1,1,27027,27,2,S,1,1,1,2,2,20,1,1,2, , , , ,1,4, , , ,2,1, , ,3,3,2,2,18,2,2,1,99,9,2,1, , ,3.03571428571429,.870112498899945
100440,1,1,26121,26,2,U,2,1,2,2, ,2,1,2,2, , , , ,1,1, , , ,3,2,2, ,1,3,2,2,87,3,2,1,99,9,1,1, , ,3.57142857142857,1.0236617634117
100443,1,1,28083,28,3,R,1,1,1,1,2,1,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,2,54,4,2,1,99,9,1,1, , ,2.92857142857143,.839402645997594
100451,1,1,1073,1,3,S,1,1,1,1,1,20,1,2,1,2,2,5,5,2, , , , ,1,1, , ,2,1,2,2,55,3,2,1,8,4,1,1, , ,4.21428571428571,1.20792088082581
100456,1,1,12117,12,3,S,1,1,2,2,1,3,1,2,2, , , , ,1,1, , , ,1,1, , ,4,1,2,1,60,8,2,1,8,4,1,2, , ,2.10714285714286,.603960440412903
100458,1,1,8095,8,4,R,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,2,1,2,2,70,4,2,1,7,4,1,1, , ,3.82142857142857,1.09531808685052
100472,1,1,8005,8,4,S,1,1,1,1,1,52,1,2,1,5,1,3,5,1,5, , , ,1,1, , ,2,3,1,2,42,8,2,1,7,4,1,1, , ,3.85714285714286,1.10555470448464
100473,1,1,8035,8,4,S,1,1,1,1,1,3,2,2,1,4,4,4,5,2, , , , ,1,1, , ,1,1,2,1,44,6,2,1,99,9,1,3,9, ,2.67857142857143,.767746322558775
100474,1,1,34029,34,1,S,1,1,2,1,1,3,1,2,2, , , , ,2, , , , ,1,1, , ,2,1,1,2,34,8,2,1,8,4,1,3,1, ,4.17857142857143,1.19768426319169
100478,1,1,4013,4,4,U,1,1,2,2,2,7,1,2,2, , , , ,1,1, , , ,2,1, , ,1,1,2,2,59,4,2,1,3,1,1,1, , ,1.67857142857143,.481121028803499
100495,1,1,34027,34,1,U,1,1,1,1,1,12,1,2,2, , , , ,1,1, , , ,1,1, , ,2,1,2,1,48,8,2,1,9,4,1,2, , ,3.25,.931532204704648
100508,1,1,13139,13,3,S,1,1,2,1,1,10,1,2,2, , , , ,1,1, , , ,1,1, , ,2,3,2,2,70,8,2,1,99,4,1,3,1, ,1.28571428571429,.368518234828212
100523,1,1,49049,49,4,S,1,1,2,2,2,2,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,2,1,57,4,2,1,2,1,3,1, , ,2.03571428571429,.583487205144669
100524,1,1,49057,49,4,S,1,1,1,1,2,98, , , , , , , , , , , , ,2,1, , ,2,3,2,2,77,3,2,1,7,4,1,3,1, ,3.17857142857143,.911058969436413
100526,1,1,36013,36,1,R,1,1,2,2,2,97,1,1,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,71,6,2,1,3,1,1,3,2, ,1,.286625293755276
100527,1,1,55079,55,2,U,1,2,2,2,2,50,1,2,2, , , , ,1,1, , , ,2,1, , ,2,2,2,2,56,3,2,1,4,2,1,2, , ,4.28571428571429,1.22839411609404
100534,1,1,12091,12,3,U,1,1,8,2,2,97,1,2,1, , ,5,5,2, , , , ,2,1, , ,1,3,2,2,92,8,2,1,99,9,1,1, , ,1,.286625293755276
100542,1,1,29123,29,2,R,1,1,1,2,2,3,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,2,2,71,3,2,1,3,1,1,1, , ,1.28571428571429,.368518234828212
100546,1,1,48201,48,3,S,1,1,1,1,1,1,1,2,2, , , , ,1,1, , , ,1,1, , ,1,1,1,2,42,5,1,2,4,2,1,3,9, ,2.71428571428571,.777982940192892
100554,1,1,8099,8,4,R,1,1,2,2,2,0, , , , , , , , , , , , ,2,1, , ,2,3,2,1,68,3,2,1,6,3,1,1, , ,2.03571428571429,.583487205144669
100555,1,1,49041,49,4,R,1,1,1,1,1,97,2,2,1,1,1,5,5,1,5, , , ,1,1, , ,2,2,1,2,41,5,2,1,8,4,1,1, , ,3.82142857142857,1.09531808685052
100556,1,1,4019,4,4,S,2,1,2,2, ,97,1,2,2, , , , ,1,1, , , ,3,2,2, ,1,1,2,1,57,4,2,1,9,4,3,3,9, ,4.17857142857143,1.19768426319169
100559,1,1,29075,29,2,R,1,1,1,2,1,0, , , , , , , , , , , , ,1,1, , ,2,3,1,2,35,5,2,1,4,2,1,2, , ,3.25,.931532204704648
100566,1,1,27121,27,2,R,1,1,1,1,2,5,1,2,1,5,3,3,5,2, , , , ,2,1, , ,2,1,1,2,23,5,2,1,4,2,3,2, , ,2.39285714285714,.685853381485839
100569,1,1,17097,17,2,R,1,1,2,1,1,1,1,2,2, , , , ,2, , , , ,1,1, , ,3,3,2,1,55,8,2,1,99,9,1,3,1, ,1.85714285714286,.532304116974084
100570,1,1,44003,44,1,S,1,1,2,2,2,97,1,2,2, , , , ,1,1, , , ,2,1, , ,1,2,2,2,62,4,2,1,2,1,1,3,2, ,1.78571428571429,.51183088170585
100573,1,1,13089,13,3,U,1,1,2,2,8,0, , , , , , , , , , , , ,2,1, , ,2,3,2,2,83,3,2,1,99,9,1,3,1, ,3.57142857142857,1.0236617634117
100574,1,1,19153,19,2,S,1,1,2,1,2,24,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,2,99,7,2,1,99,9,1,3,9, ,1.10714285714286,.317335146657627
100579,1,1,1095,1,3,R,1,1,1,1,1,30,1,2,2, , , , ,2, , , , ,1,1, , ,2,1,1,1,37,6,2,1,2,1,1,1, , ,4.10714285714286,1.17721102792346
100580,1,1,46103,46,2,U,1,1,2,2,2,75,1,2,2, , , , ,1,1, , , ,2,1, , ,3,3,2,2,80,5,1,6,3,1,1,2, ,LATINO AMERICAN,1.17857142857143,.337808381925861
100588,1,1,47163,47,3,U,1,1,2,1,2,3,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,2,2,72,6,2,1,3,1,3,3,1, ,1,.286625293755276
100589,1,1,48201,48,3,S,1,1,1,1,2,4,1,2,1,4,5,4,5,2, , , , ,2,1, , ,3,2,2,2,61,5,2,2,6,3,1,2, , ,3.64285714285714,1.04413499867993
100590,1,1,27037,27,2,S,1,1,1,1,1,20,1,2,1,5,4,5,5,1,1, , , ,1,1, , ,2,1,2,2,62,4,2,1,5,2,1,2, , ,2.25,.644906910949371
100594,1,1,46099,46,2,S,1,1,1,2,8,3,1,1,1, ,1,5,5,1,1,2, , ,2,1, , ,2,3,2,1,72,4,2,1,7,4,1,3,1, ,2.42857142857143,.696089999119956
100599,1,1,37197,37,3,S,1,2,2,2,2,0, , , , , , , , , , , , ,2,1, , ,2,1,2,2,99,3,2,1,3,1,1,1, , ,3.10714285714286,.890585734168179
100600,1,1,37125,37,3,R,1,1,2,2,8,5,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,2,73,3,2,2,99,1,1,2, , ,3.03571428571429,.870112498899945
100601,1,1,5145,5,3,R,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,1,3,2,1,81,8,2,1,5,2,1,2, , ,1.46428571428571,.419701322998797
100604,1,1,34041,34,1,S,1,1,2,2,2,5,1,2,2, , , , ,2, , , , ,2,1, , ,1,1,2,2,53,6,2,1,7,4,1,1, , ,2.07142857142857,.593723822778786
100605,1,1,36047,36,1,U,1,1,2,2,1,5,1,2,2, , , , ,1,1, , , ,1,1, , ,2,2,1,1,38,8,2,1,99,4,1,2, , ,5.21428571428571,1.49454617458108
100606,1,1,25027,25,1,S,1,1,1,1,1,3,2,2,1,4,4,5,5,2, , , , ,1,1, , ,2,2,2,2,56,3,2,1,6,3,1,3,9, ,4.60714285714286,1.32052367480109
100608,1,1,18063,18,2,S,1,1,2,2,2,3,1,2,2, , , , ,2, , , , ,2,1, , ,2,1,2,1,60,6,2,1,6,3,1,3,1, ,1.46428571428571,.419701322998797
100612,1,1,36061,36,1,U,1,1,1,1,1,50,1,2,1,5,5,5,5,1,1, , , ,1,1, , ,1,2,2,2,99,8,2,9,99,4,1,3,2, ,1.03571428571429,.296861911389393
100615,1,1,37129,37,3,S,1,1,2,2,1,3,1,2,2, , , , ,2, , , , ,1,1, , ,2,1,2,1,65,5,2,1,9,4,1,1, , ,2.75,.78821955782701
100616,1,1,6097,6,4,S,1,1,2,2,1,10,1,2,2, , , , ,2, , , , ,1,1, , ,2,1,1,1,39,8,1,1,8,4,1,1, , ,3.21428571428571,.921295587070531
100638,1,1,53009,53,4,R,1,1,1,1,1,12,1,1,1,4,4,5,5,2, , , , ,1,1, , ,3,3,2,1,53,7,2,9,7,4,1,3,9, ,2.85714285714286,.818929410729361
100647,1,1,53011,53,4,S,1,1,1,1,2,5,1,2,2, , , , ,1,1, , , ,2,1, , ,3,3,2,1,72,8,2,1,7,4,1,3,1, ,1.92857142857143,.552777352242318
100653,1,1,6037,6,4,U,1,1,2,1,1,50,1,2,1,5, ,2,2,1,5, , , ,1,1, , ,1,1,2,2,34,8,1,6,6,3,1,2, ,HISPANIC,2.14285714285714,.61419705804702
100660,1,1,6075,6,4,U,2,1,2,2, ,99, , , , , , , , , , , , ,3,2,1, ,1,1,2,1,62,7,2,3,99,1,1,2, , ,1.85714285714286,.532304116974084
100664,1,1,55033,55,2,R,1,1,2,1,1,12,1,2,2, , , , ,1,1, , , ,1,1, , ,2,1,1,1,45,6,2,1,6,3,1,1, , ,1.92857142857143,.552777352242318
100676,1,1,4025,4,4,S,1,1,1,2,1,50,1,1,1, ,3,5,5,1,1, , , ,1,1, , ,2,3,2,1,66,4,2,1,6,3,1,1, , ,2.10714285714286,.603960440412903
100684,1,1,6037,6,4,S,1,1,1,1,1,24,2,1,1,4,1,5,5,1,2, , , ,1,1, , ,3,3,2,2,66,5,2,1,99,4,3,1, , ,2.82142857142857,.808692793095244
100685,1,1,6055,6,4,U,1,2,1,2,2,50,1,1,1, ,1, ,5,1,1, , , ,2,1, , ,3,2,2,2,75,4,2,1,6,3,1,1, , ,2.42857142857143,.696089999119956
100686,1,1,38035,38,2,U,1,1,1,1,1,5,1,2,2, , , , ,2, , , , ,1,1, , ,2,2,2,2,63,8,2,1,7,4,1,2, , ,1.14285714285714,.327571764291744
100691,1,1,29219,29,2,S,1,2,2,2,2,1,1,2,2, , , , ,2, , , , ,2,1, , ,3,3,2,2,61,2,2,1,4,2,1,3,1, ,3.46428571428571,.99295191050935
100695,1,1,55105,55,2,S,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,1,2,2,2,84,5,2,1,2,1,1,1, , ,2.17857142857143,.624433675681137
100704,1,1,6073,6,4,S,2,1,2,1, ,5,1,2,2, , , , ,1,1, , , ,3,2,2, ,1,3,2,1,97,8,2,1,99,9,1,3,9, ,2,.573250587510552
100705,1,1,31145,31,2,R,1,1,2,2,2,3,1,2,2, , , , ,2, , , , ,2,1, , ,2,1,2,1,60,4,2,5,7,4,1,3,1, ,2.17857142857143,.624433675681137
100706,1,1,47037,47,3,S,1,1,1,2,2,3,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,1,76,6,2,1,4,2,1,1, , ,1.5,.429937940632914
100720,1,2,48479,48,3,U,1,1,1,1,1,3,1,2,2, , , , ,2, , , , ,1,1, , ,2,1,2,1,64,6,1,1,6,3,2,4,9, ,1,.286625293755276
100724,1,1,53063,53,4,S,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,1,3,2,2,89,4,2,1,99,9,1,1, , ,2.57142857142857,.737036469656425
100726,1,1,6103,6,4,R,2,2,2,2, ,2,1,2,2, , , , ,1,1, , , ,3,2,2, ,1,3,2,1,77,2,2,1,1,1,3,1, , ,2.64285714285714,.757509704924658
100741,1,1,41039,41,4,U,1,1,1,2,2,52,1,1,2, , , , ,1,1, , , ,2,1, , ,2,3,2,1,71,4,2,1,4,2,1,2, , ,2.10714285714286,.603960440412903
