psraid,sample,lang,fips,state,cregion,usr,pial1a,pial1b,pial1c,pial1d,smart1,pial2,pial3a,pial3b,pial3c,pial4a,pial4b,pial4c,pial4d,pial5,pial6m1,pial6m2,pial6m3,pial6m4,SmartPhone,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,income,reg,party,partyln,raceos,weight,standwt
202307,2,2,12085,12,3,S, ,2,2,2,8,0, , , , , , , , , , , , ,2, , ,2,2,3,1,2,27,1,1,1,1,1,3,9,9, ,7.42857142857143,2.12921646789634
202314,2,1,47093,47,3,U, ,1,2,2,1,8,1,2,2, , , , ,1,1, , , ,1, , ,2,3,2,2,1,20,3,2,1,7,4,1,1, , ,3.42857142857143,.982715292875232
202322,2,1,48201,48,3,S, ,1,1,1,1,3,1,2,2, , , , ,2, , , , ,1, , ,1,1,3,2,2,66,5,2,1,99,9,1,1, , ,1.35714285714286,.388991470096446
202323,2,1,25027,25,1,S, ,1,2,2,1,3,1,2,2, , , , ,2, , , , ,1, , ,1,4,3,2,2,22,3,2,3,8,4,1,2, , ,5.42857142857143,1.55596588038578
202325,2,1,40087,40,3,S, ,1,1,1,1,3,1,2,1,2,5,5,3,2, , , , ,1, , ,1,2,1,1,1,32,3,2,1,7,4,1,2, , ,3.28571428571429,.941768822338765
202327,2,2,51683,51,3,S, ,1,2,2,2,0, , , , , , , , , , , , ,2, , ,1,3,2,1,1,45,3,1,1,5,2,1,3,2, ,3.96428571428571,1.13626455738699
202334,2,1,29037,29,2,S, ,1,1,2,1,20,1,1,1, ,1,5,5,1,2, , , ,1, , ,1,2,1,2,2,51,5,2,1,7,4,1,1, , ,3.46428571428571,.99295191050935
202342,2,1,29047,29,2,U, ,1,1,2,2,25,1,2,1, ,4,5,5,1,1, , , ,2, , ,2,2,3,1,2,32,8,2,1,6,3,2,3,2, ,5.53571428571429,1.58667573328814
202344,2,1,1097,1,3,U, ,2,2,2,2,0, , , , , , , , , , , , ,2, , ,2,1,3,2,2,59,8,2,2,2,1,1,2, , ,2.92857142857143,.839402645997594
202354,2,1,12057,12,3,S, ,1,2,1,1,4,1,2,1,4, ,5,5,2, , , , ,1, , ,1,2,2,1,2,43,8,2,1,7,4,1,2, , ,3.75,1.07484485158229
202358,2,1,48039,48,3,S, ,1,2,1,1,0, , , , , , , , , , , , ,1, , ,2,1,1,1,1,42,6,1,1,9,4,1,2, , ,5.25,1.5047827922152
202363,2,1,12017,12,3,R, ,1,2,2,2,36,1,2,2, , , , ,1,1, , , ,2, , ,1,2,2,2,2,19,3,2,1,1,1,3,4,9, ,3.75,1.07484485158229
202369,2,1,31159,31,2,S, ,1,2,2,2,2,1,2,2, , , , ,2, , , , ,2, , ,2,2,1,2,1,66,5,2,1,5,2,1,1, , ,3.03571428571429,.870112498899945
202370,2,1,6001,6,4,U, ,1,1,1,1,50,1,2,1,5,1,3,5,1,5, , , ,1, , ,2,3,1,2,2,34,8,2,1,6,3,1,2, , ,7.60714285714286,2.18039955606692
202372,2,1,4019,4,4,U, ,1,2,2,2,97,1,2,1, , ,3,5,1,1, , , ,2, , ,2,2,1,2,1,99,6,1,1,3,1,1,4,2, ,2.42857142857143,.696089999119956
202376,2,1,48113,48,3,U, ,1,2,2,1,5,1,2,2, , , , ,2, , , , ,1, , ,1,6,1,1,1,48,6,2,1,6,3,1,3,1, ,4.25,1.21815749845992
202379,2,1,12086,12,3,S, ,1,1,1,1,9,1,1,1,1,2,5,2,1,2, , , ,1, , ,1,3,3,2,1,21,5,2,2,5,2,1,1, , ,4.25,1.21815749845992
202383,2,1,12011,12,3,U, ,1,2,1,1,5,1,2,2, , , , ,2, , , , ,1, , ,1,3,1,9,1,99,3,2,4,4,2,1,2, , ,2.78571428571429,.798456175461127
202386,2,1,39157,39,2,R, ,2,2,2,1,9,1,2,2, , , , ,1,1, , , ,1, , ,2,2,1,1,1,23,4,2,1,5,2,1,2, , ,5.10714285714286,1.46383632167873
202391,2,1,37183,37,3,S, ,1,2,2,1,97,1,2,2, , , , ,1,1, , , ,1, , ,1,2,1,1,2,50,8,2,1,8,4,1,2, , ,3,.859875881265828
202399,2,1,5045,5,3,R, ,1,1,1,1,3,1,2,2, , , , ,1,1, , , ,1, , ,2,3,3,2,1,18,4,2,1,7,4,3,3,2, ,5.82142857142857,1.66856867436107
202428,2,1,48201,48,3,U, ,2,2,2,1,0, , , , , , , , , , , , ,1, , ,1,2,3,1,1,63,2,2,1,99,9,3,3,9, ,3.42857142857143,.982715292875232
202430,2,1,42043,42,1,S, ,1,2,1,2,5,1,2,1,3, ,5,5,2, , , , ,2, , ,1,3,1,2,2,58,3,2,1,5,2,1,2, , ,5.75,1.64809543909284
202438,2,1,17163,17,2,S, ,2,2,2,1,4,1,2,1, , , ,2,2, , , , ,1, , ,2,1,3,1,2,43,4,2,1,1,1,1,3,2, ,7.21428571428571,2.06779676209164
202442,2,1,40061,40,3,R, ,1,2,2,2,0, , , , , , , , , , , , ,2, , ,1,3,1,2,1,52,3,2,1,6,3,1,3,1, ,3.39285714285714,.972478675241115
202444,2,1,13297,13,3,S, ,1,2,1,1,2,1,2,2, , , , ,1,1, , , ,1, , ,1,4,1,2,2,21,3,2,2,1,1,3,3,2, ,4.57142857142857,1.31028705716698
202455,2,1,55021,55,2,S, ,1,2,1,1,10,1,2,1,1, ,5,5,2, , , , ,1, , ,2,2,1,2,2,28,6,2,1,5,2,1,3,2, ,4.17857142857143,1.19768426319169
202459,2,2,6073,6,4,U, ,1,2,1,2,1,1,2,2, , , , ,1,1, , , ,2, , ,2,5,2,1,2,49,1,1,1,1,1,3,3,2, ,6.57142857142857,1.88353764467753
202461,2,1,29021,29,2,U, ,1,1,2,1,15,1,2,1, ,3,5,4,2, , , , ,1, , ,2,2,1,2,2,50,3,2,1,5,2,1,2, , ,7.46428571428571,2.13945308553045
202462,2,1,47125,47,3,U, ,1,1,1,1,3,2,2,1,3,5,5,5,2, , , , ,1, , ,1,2,1,2,1,33,6,2,1,7,4,3,1, , ,3.92857142857143,1.12602793975287
202465,2,1,6071,6,4,S, ,1,2,2,1,10,1,1,2, , , , ,1,1, , , ,1, , ,1,2,2,2,1,78,8,2,1,99,9,1,3,1, ,1.14285714285714,.327571764291744
202466,2,1,38105,38,2,R, ,2,2,1,1,0, , , , , , , , , , , , ,1, , ,2,1,3,2,1,72,4,2,1,9,4,1,3,1, ,3.03571428571429,.870112498899945
202469,2,1,1097,1,3,U, ,2,2,2,2,0, , , , , , , , , , , , ,2, , ,2,2,3,1,2,24,3,2,1,1,1,3,9,9, ,6.25,1.79140808597048
202473,2,1,36061,36,1,U, ,1,1,2,1,6,2,2,1, ,1,5,5,1,8, , , ,1, , ,1,2,1,2,1,24,8,2,3,6,3,3,3,9, ,2.5,.71656323438819
202489,2,1,8065,8,4,R, ,2,2,1,2,98, , , , , , , , , , , , ,2, , ,2,2,2,2,2,21,4,2,1,99,4,2,3,9, ,4.71428571428571,1.35123352770344
202497,2,1,6029,6,4,U, ,2,2,2,2,0, , , , , , , , , , , , ,2, , ,2,1,1,2,1,51,3,2,2,3,1,1,2, , ,4.64285714285714,1.33076029243521
202500,2,2,6065,6,4,S, ,2,2,2,1,0, , , , , , , , , , , , ,1, , ,1,3,3,1,2,25,2,1,6,2,1,3,3,2,HISPANIC,5.71428571428572,1.63785882145872
202511,2,1,6033,6,4,R, ,2,2,2,8,3,1,2,2, , , , ,2, , , , ,2, , ,2,2,3,2,1,51,3,2,1,1,1,2,3,9, ,4.71428571428571,1.35123352770344
202517,2,2,27105,27,2,R, ,2,2,2,1,0, , , , , , , , , , , , ,1, , ,2,5,3,2,1,18,2,1,1,99,9,3,3,9, ,1.71428571428571,.491357646437616
202520,2,1,44007,44,1,U, ,1,2,2,1,75,1,2,2, , , , ,2, , , , ,1, , ,2,3,1,2,1,44,3,2,2,6,3,1,2, , ,7.96428571428571,2.28276573240809
202522,2,1,17097,17,2,S, ,1,2,2,1,0, , , , , , , , , , , , ,1, , ,2,6,1,2,1,23,4,2,1,3,1,3,3,9, ,5.10714285714286,1.46383632167873
202533,2,1,6071,6,4,S, ,1,1,2,1,52,1,1,1, ,1,5,5,1,2, , , ,1, , ,1,1,3,2,2,79,8,2,1,7,4,1,2, , ,1,.286625293755276
202540,2,1,53007,53,4,U, ,2,2,1,1,1,1,2,2, , , , ,2, , , , ,1, , ,2,1,2,1,2,32,4,2,1,2,1,3,4,9, ,7.39285714285714,2.11897985026222
202541,2,2,6099,6,4,S, ,1,1,1,1,10,1,2,2, , , , ,1,1, , , ,1, , ,1,2,3,1,2,40,3,1,2,4,2,3,4,9, ,4.96428571428571,1.42288985114226
202543,2,1,26099,26,2,S, ,1,2,2,2,6,1,1,2, , , , ,1,1, , , ,2, , ,2,2,1,1,1,27,4,1,2,4,2,2,2, , ,7.96428571428571,2.28276573240809
202550,2,1,6097,6,4,U, ,2,2,2,2,2,1,2,2, , , , ,2, , , , ,2, , ,2,2,1,2,1,26,3,1,1,5,2,2,3,9, ,5.78571428571429,1.65833205672695
202560,2,1,27053,27,2,U, ,1,2,2,2,50,1,1,2, , , , ,1,1, , , ,2, , ,2,4,1,1,1,30,4,2,2,1,1,3,5,9, ,7.96428571428571,2.28276573240809
202563,2,1,17037,17,2,S, ,1,2,1,1,50,1,2,1,1, ,1,5,1,4, , , ,1, , ,1,2,1,1,1,43,6,9,9,8,4,1,1, , ,3.64285714285714,1.04413499867993
202568,2,1,28071,28,3,R, ,1,2,2,1,6,2,1,2, , , , ,2, , , , ,1, , ,2,4,3,1,2,45,6,2,4,4,2,1,3,9, ,4.07142857142857,1.16697441028934
202571,2,1,49035,49,4,S, ,1,1,2,1,3,1,2,2, , , , ,2, , , , ,1, , ,1,2,3,2,2,66,5,2,1,3,1,1,3,1, ,1.96428571428571,.563013969876435
202579,2,1,48141,48,3,U, ,1,1,1,1,10,1,2,1,2,5,5,5,2, , , , ,1, , ,2,2,1,2,1,66,8,2,1,9,4,1,2, , ,2.5,.71656323438819
202580,2,2,6039,6,4,S, ,2,2,2,2,1,1,2,2, , , , ,2, , , , ,2, , ,2,6,1,1,1,46,1,1,1,1,1,3,1, , ,3.57142857142857,1.0236617634117
202585,2,1,29101,29,2,R, ,1,2,1,1,11,1,2,1,2, ,5,5,1,1, , , ,1, , ,2,1,1,2,1,24,6,2,1,4,2,1,1, , ,2.03571428571429,.583487205144669
202587,2,1,4013,4,4,U, ,1,2,1,1,3,1,2,1,2, ,4,5,2, , , , ,1, , ,1,3,1,2,1,27,4,2,1,3,1,3,3,9, ,7.96428571428571,2.28276573240809
202596,2,1,53033,53,4,S, ,1,2,2,1,3,1,2,1, , ,5,3,1,1, , , ,1, , ,2,2,3,2,1,23,3,2,1,2,1,3,3,2, ,3.60714285714286,1.03389838104582
202602,2,1,4013,4,4,U, ,1,2,2,2,1,2,2,2, , , , ,2, , , , ,2, , ,1,3,2,2,2,61,8,2,1,99,9,1,2, , ,2.25,.644906910949371
202606,2,1,48141,48,3,S, ,2,2,2,8,0, , , , , , , , , , , , ,2, , ,2,4,3,2,1,58,2,1,1,6,3,1,2, , ,3.71428571428571,1.06460823394817
202607,2,1,35013,35,4,S, ,1,2,1,1,12,1,1,1,1, ,5,2,1,1, , , ,1, , ,2,4,2,2,1,21,5,1,1,2,1,3,4,9, ,3.39285714285714,.972478675241115
202616,2,1,12099,12,3,S, ,1,8,1,2,0, , , , , , , , , , , , ,2, , ,1,2,1,2,1,57,6,2,1,9,4,1,1, , ,1.67857142857143,.481121028803499
202623,2,1,18095,18,2,R, ,1,2,2,1,0, , , , , , , , , , , , ,1, , ,1,4,2,2,1,62,4,2,1,99,9,1,3,1, ,3.39285714285714,.972478675241115
202630,2,1,24003,24,3,S, ,1,2,2,1,0, , , , , , , , , , , , ,1, , ,2,2,3,1,2,32,6,2,4,6,3,1,3,9, ,6.89285714285714,1.97566720338458
202635,2,1,26163,26,2,S, ,1,1,1,1,3,1,1,1,2,2,5,5,2, , , , ,1, , ,2,2,1,2,2,46,6,2,1,6,3,1,3,2, ,5.10714285714286,1.46383632167873
202636,2,1,13089,13,3,S, ,1,1,1,1,15,1,1,1,3,3,5,4,2, , , , ,1, , ,1,1,1,2,1,39,6,2,2,6,3,1,3,9, ,2.92857142857143,.839402645997594
202642,2,1,12103,12,3,U, ,1,2,1,1,6,1,2,2, , , , ,2, , , , ,1, , ,2,1,1,2,2,24,6,2,1,4,2,3,2, , ,4.67857142857143,1.34099691006933
202655,2,1,24017,24,3,S, ,1,2,1,1,10,1,1,1,3, ,5,5,2, , , , ,1, , ,1,2,1,1,2,31,8,2,2,8,4,1,2, , ,3.75,1.07484485158229
202668,2,1,37191,37,3,S, ,1,1,1,1,15,1,2,1,5,3,5,5,1,1, , , ,1, , ,1,2,1,2,2,56,8,2,1,8,4,1,3,9, ,1.78571428571429,.51183088170585
202671,2,1,12095,12,3,S, ,1,2,1,2,12,1,2,2, , , , ,1,1, , , ,2, , ,1,1,3,2,1,78,3,2,1,99,9,1,1, , ,1.64285714285714,.470884411169382
202674,2,1,25017,25,1,S, ,1,2,1,1,12,1,1,1,4, ,4,4,2, , , , ,1, , ,2,2,1,2,2,29,6,2,1,8,4,1,2, , ,7,2.00637705628693
202681,2,1,13089,13,3,S, ,2,2,2,8,10,1,2,2, , , , ,1,1, , , ,2, , ,2,3,3,2,2,52,4,2,2,1,1,1,9,9, ,7.46428571428571,2.13945308553045
202700,2,1,45079,45,3,S, ,1,1,1,1,18,1,1,1,4,4,5,4,1,2, , , ,1, , ,2,3,1,2,1,24,6,2,1,2,1,1,1, , ,3.07142857142857,.880349116534063
202717,2,1,26089,26,2,R, ,1,1,1,1,24,1,2,2, , , , ,1,1, , , ,1, , ,1,2,3,2,1,59,8,2,1,9,4,1,2, , ,1.10714285714286,.317335146657627
202718,2,1,34017,34,1,S, ,1,1,1,1,3,1,2,2, , , , ,2, , , , ,1, , ,2,3,1,2,2,24,6,2,3,4,2,3,1, , ,5.53571428571429,1.58667573328814
202725,2,1,42007,42,1,S, ,1,1,1,1,1,1,2,2, , , , ,2, , , , ,1, , ,1,1,1,1,2,31,5,2,4,2,1,3,3,9, ,4.21428571428571,1.20792088082581
202731,2,1,48439,48,3,S, ,2,2,2,1,15,1,1,2, , , , ,1,1, , , ,1, , ,2,2,3,2,2,56,5,2,1,3,1,3,2, , ,5,1.43312646877638
202744,2,1,25025,25,1,S, ,1,2,2,1,16,1,1,2, , , , ,1,1, , , ,1, , ,1,5,1,2,1,23,6,2,2,7,4,1,3,9, ,2.85714285714286,.818929410729361
202748,2,1,13153,13,3,S, ,1,2,2,2,75,1,2,2, , , , ,1,1, , , ,2, , ,1,1,3,2,2,81,4,2,1,99,9,1,1, , ,1.17857142857143,.337808381925861
202752,2,1,20055,20,2,R, ,2,2,2,2,2,1,2,2, , , , ,2, , , , ,2, , ,2,2,3,1,2,21,1,1,1,1,1,3,3,9, ,3.10714285714286,.890585734168179
202753,2,1,6037,6,4,U, ,1,1,1,1,4,1,2,1,5,4,5,4,2, , , , ,1, , ,2,2,1,2,2,27,6,1,1,5,2,3,2, , ,5.75,1.64809543909284
202755,2,1,36055,36,1,S, ,1,2,2,2,1,1,2,2, , , , ,2, , , , ,2, , ,2,2,3,2,1,52,4,2,1,99,9,1,3,9, ,7.96428571428571,2.28276573240809
202780,2,1,24033,24,3,S, ,1,2,2,2,6,1,2,2, , , , ,2, , , , ,2, , ,2,1,3,2,1,72,3,2,1,6,3,3,3,9, ,4.42857142857143,1.26934058663051
202793,2,1,13153,13,3,S, ,2,2,2,8,2,1,2,2, , , , ,2, , , , ,2, , ,2,1,3,2,1,54,1,2,2,1,1,3,2, , ,5.92857142857143,1.69927852726342
202806,2,1,24005,24,3,S, ,1,2,1,1,50,1,2,1,1, ,5,5,1,1, , , ,1, , ,1,3,3,2,2,19,4,2,1,9,4,1,1, , ,4.53571428571429,1.30005043953286
202808,2,1,12099,12,3,U, ,2,2,2,1,0, , , , , , , , , , , , ,1, , ,2,1,3,2,1,67,2,2,2,1,1,3,4,9, ,4.28571428571429,1.22839411609404
202809,2,1,26125,26,2,S, ,1,2,2,1,4,1,2,2, , , , ,2, , , , ,1, , ,1,4,2,2,2,20,3,2,1,6,3,1,1, , ,4.10714285714286,1.17721102792346
202811,2,1,36085,36,1,U, ,1,2,2,1,5,1,2,2, , , , ,2, , , , ,1, , ,1,4,2,2,2,25,6,1,6,3,1,3,2, ,HISPANIC,4.53571428571429,1.30005043953286
202815,2,1,39049,39,2,U, ,1,2,2,1,0, , , , , , , , , , , , ,1, , ,2,2,1,1,1,33,3,2,2,1,1,1,2, , ,7.35714285714286,2.1087432326281
202829,2,1,13135,13,3,S, ,1,2,2,1,0, , , , , , , , , , , , ,1, , ,2,2,1,1,1,37,4,1,1,7,4,1,1, , ,7.96428571428571,2.28276573240809
202831,2,1,39085,39,2,S, ,1,2,1,1,1,1,2,2, , , , ,2, , , , ,1, , ,2,2,3,2,1,18,3,2,2,5,2,3,3,1, ,3,.859875881265828
202836,2,1,39035,39,2,U, ,1,2,1,1,0, , , , , , , , , , , , ,1, , ,1,2,2,2,1,29,2,2,1,99,9,3,3,1, ,4.46428571428571,1.27957720426463
202840,2,1,33011,33,1,U, ,1,1,1,1,1,1,2,2, , , , ,2, , , , ,1, , ,2,3,1,2,1,20,3,2,1,3,1,2,3,1, ,3.75,1.07484485158229
202841,2,1,51760,51,3,S, ,1,1,1,1,25,1,2,2, , , , ,1,1, , , ,1, , ,1,1,2,1,2,36,6,2,4,99,9,1,2, , ,2.96428571428571,.849639263631712
202871,2,1,29027,29,2,S, ,1,1,1,2,5,1,2,2, , , , ,1,1, , , ,2, , ,1,2,3,2,1,66,2,2,1,3,1,1,1, , ,1.71428571428571,.491357646437616
202894,2,1,48029,48,3,U, ,1,1,1,1,5,1,2,2, , , , ,2, , , , ,1, , ,2,2,3,2,2,22,4,1,1,99,9,3,3,1, ,4.64285714285714,1.33076029243521
202896,2,1,48439,48,3,U, ,1,2,2,2,50,1,2,1, , ,1,5,1,1, , , ,2, , ,2,1,1,2,2,67,6,2,2,6,3,1,2, , ,2.46428571428571,.706326616754073
202907,2,1,6017,6,4,S, ,1,1,2,1,1,1,2,2, , , , ,2, , , , ,1, , ,1,2,1,2,1,62,3,2,1,9,4,1,1, , ,2.28571428571429,.655143528583488
202910,2,2,48141,48,3,S, ,1,2,2,1,2,1,2,2, , , , ,2, , , , ,1, , ,2,2,3,1,2,29,5,1,1,3,1,3,3,2, ,7.17857142857143,2.05756014445752
